file_source,label,ml_prob,ml_pred,dl_prob,dl_pred,final_pred
ftp_bruteforce.csv,0,0.017055853707016497,1,2.4146742e-09,0,0
ftp_bruteforce.csv,0,0.017313494674085366,1,2.4163005e-09,0,0
ftp_bruteforce.csv,0,0.4653264099272022,1,0.99171585,1,1
ftp_bruteforce.csv,0,0.4653264099272022,1,0.9917158,1,1
ftp_bruteforce.csv,0,0.4653264099272022,1,0.9917158,1,1
ftp_bruteforce.csv,0,0.4653264099272022,1,0.9917157,1,1
ftp_bruteforce.csv,0,0.4653264099272022,1,0.9917157,1,1
ftp_bruteforce.csv,0,0.4653264099272022,1,0.9917157,1,1
ftp_bruteforce.csv,0,0.4653264099272022,1,0.99171555,1,1
ftp_bruteforce.csv,0,0.4653264099272022,1,0.99171555,1,1
ftp_bruteforce.csv,0,0.4653264099272022,1,0.99171555,1,1
ftp_bruteforce.csv,0,0.4653264099272022,1,0.99171555,1,1
ftp_bruteforce.csv,0,0.4653264099272022,1,0.99171555,1,1
ftp_bruteforce.csv,0,0.4653264099272022,1,0.99171555,1,1
ftp_bruteforce.csv,0,0.4653264099272022,1,0.99171555,1,1
ftp_bruteforce.csv,0,0.4653264099272022,1,0.99171555,1,1
ftp_bruteforce.csv,0,0.4653264099272022,1,0.9917154,1,1
ftp_bruteforce.csv,0,0.4653264099272022,1,0.9917154,1,1
ftp_bruteforce.csv,0,0.6896362439909015,1,0.99998325,1,1
ftp_bruteforce.csv,0,0.6896362439909015,1,0.99998325,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,2.267577e-12,0,1
ftp_bruteforce.csv,0,0.060567605497178836,1,2.267564e-12,0,1
ftp_bruteforce.csv,0,0.6896362439909015,1,0.99998325,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,2.2675336e-12,0,1
ftp_bruteforce.csv,0,0.6896362439909015,1,0.99998325,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,2.2675163e-12,0,1
ftp_bruteforce.csv,0,0.6896362439909015,1,0.99998325,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,2.2674991e-12,0,1
ftp_bruteforce.csv,0,0.6896362439909015,1,0.99998325,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,2.2674774e-12,0,1
ftp_bruteforce.csv,0,0.6896362439909015,1,0.99998325,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,2.267447e-12,0,1
ftp_bruteforce.csv,0,0.6896362439909015,1,0.99998325,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,2.2674213e-12,0,1
ftp_bruteforce.csv,0,0.6896362439909015,1,0.99998325,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,2.2673996e-12,0,1
ftp_bruteforce.csv,0,0.6896362439909015,1,0.99998325,1,1
ftp_bruteforce.csv,0,0.6896362439909015,1,0.99998325,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,2.2673434e-12,0,1
ftp_bruteforce.csv,0,0.060567605497178836,1,2.2673348e-12,0,1
ftp_bruteforce.csv,0,0.6896362439909015,1,0.99998325,1,1
ftp_bruteforce.csv,0,0.6896362439909015,1,0.99998325,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,2.2672914e-12,0,1
ftp_bruteforce.csv,0,0.060567605497178836,1,2.267287e-12,0,1
ftp_bruteforce.csv,0,0.6896362439909015,1,0.99998325,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,2.2672743e-12,0,1
ftp_bruteforce.csv,0,0.6896362439909015,1,0.99998325,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,2.267257e-12,0,1
ftp_bruteforce.csv,0,0.6896362439909015,1,0.99998325,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,2.2672482e-12,0,1
ftp_bruteforce.csv,0,0.37757568807512937,1,0.4460513,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,3.6673403e-12,0,1
ftp_bruteforce.csv,0,0.37757568807512937,1,0.44605207,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,3.6670185e-12,0,1
ftp_bruteforce.csv,0,0.37757568807512937,1,0.44605273,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,3.6667665e-12,0,1
ftp_bruteforce.csv,0,0.37757568807512937,1,0.4460534,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,3.6665007e-12,0,1
ftp_bruteforce.csv,0,0.37757568807512937,1,0.44605404,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,3.666221e-12,0,1
ftp_bruteforce.csv,0,0.37757568807512937,1,0.446055,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,3.6658437e-12,0,1
ftp_bruteforce.csv,0,0.37757568807512937,1,0.44605634,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,3.6652703e-12,0,1
ftp_bruteforce.csv,0,0.37757568807512937,1,0.44605663,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,3.6651723e-12,0,1
ftp_bruteforce.csv,0,0.37757568807512937,1,0.44605824,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,3.6644876e-12,0,1
ftp_bruteforce.csv,0,0.37757568807512937,1,0.44605848,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,3.6644173e-12,0,1
ftp_bruteforce.csv,0,0.37757568807512937,1,0.4460591,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,3.664159e-12,0,1
ftp_bruteforce.csv,0,0.37757568807512937,1,0.44605982,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,3.663872e-12,0,1
ftp_bruteforce.csv,0,0.37757568807512937,1,0.44606057,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,3.663544e-12,0,1
ftp_bruteforce.csv,0,0.37757568807512937,1,0.44606134,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,3.6632156e-12,0,1
ftp_bruteforce.csv,0,0.37757568807512937,1,0.44606268,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,3.6626917e-12,0,1
ftp_bruteforce.csv,0,0.37757568807512937,1,0.4460635,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,3.662342e-12,0,1
ftp_bruteforce.csv,1,0.19212348145583458,1,0.2379661,1,1
ftp_bruteforce.csv,1,0.19212348145583458,1,0.23796614,1,1
ftp_bruteforce.csv,1,0.19212348145583458,1,0.23796614,1,1
ftp_bruteforce.csv,1,0.19212348145583458,1,0.23796614,1,1
ftp_bruteforce.csv,1,0.19212348145583458,1,0.23796614,1,1
ftp_bruteforce.csv,1,0.19212348145583458,1,0.23796605,1,1
ftp_bruteforce.csv,1,0.19212348145583458,1,0.23796614,1,1
ftp_bruteforce.csv,1,0.19212348145583458,1,0.23796614,1,1
ftp_bruteforce.csv,1,0.19212348145583458,1,0.23796606,1,1
ftp_bruteforce.csv,1,0.19212348145583458,1,0.23796606,1,1
ftp_bruteforce.csv,1,0.19212348145583458,1,0.2379661,1,1
ftp_bruteforce.csv,1,0.19212348145583458,1,0.23796596,1,1
ftp_bruteforce.csv,1,0.19212348145583458,1,0.2379659,1,1
ftp_bruteforce.csv,1,0.19212348145583458,1,0.23796585,1,1
ftp_bruteforce.csv,1,0.19212348145583458,1,0.23796585,1,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6372674e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6372674e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6372188e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6372188e-12,0,1
ftp_bruteforce.csv,1,0.19212348145583458,1,0.23796569,1,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6372188e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.637191e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6371633e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6371494e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6371355e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6371355e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6371008e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6370802e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6370455e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6370455e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6370455e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6370316e-12,0,1
ftp_bruteforce.csv,1,0.2388407442259988,1,0.35531566,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,7.0614777e-12,0,1
ftp_bruteforce.csv,1,0.2388407442259988,1,0.35531566,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,7.0614374e-12,0,1
ftp_bruteforce.csv,1,0.2388407442259988,1,0.35531563,1,1
ftp_bruteforce.csv,1,0.2388407442259988,1,0.35531563,1,1
ftp_bruteforce.csv,1,0.2388407442259988,1,0.35531563,1,1
ftp_bruteforce.csv,1,0.2388407442259988,1,0.35531563,1,1
ftp_bruteforce.csv,1,0.2388407442259988,1,0.35531563,1,1
ftp_bruteforce.csv,1,0.2388407442259988,1,0.35531563,1,1
ftp_bruteforce.csv,1,0.2388407442259988,1,0.35531563,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,7.061087e-12,0,1
ftp_bruteforce.csv,0,0.060567605497178836,1,7.061087e-12,0,1
ftp_bruteforce.csv,0,0.060567605497178836,1,7.061087e-12,0,1
ftp_bruteforce.csv,0,0.060567605497178836,1,7.0610735e-12,0,1
ftp_bruteforce.csv,0,0.060567605497178836,1,7.06106e-12,0,1
ftp_bruteforce.csv,0,0.060567605497178836,1,7.06106e-12,0,1
ftp_bruteforce.csv,0,0.060567605497178836,1,7.06106e-12,0,1
ftp_bruteforce.csv,1,0.2388407442259988,1,0.35531572,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,7.0610063e-12,0,1
ftp_bruteforce.csv,1,0.2388407442259988,1,0.35531583,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,7.060939e-12,0,1
ftp_bruteforce.csv,1,0.2388407442259988,1,0.35531577,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,7.0608983e-12,0,1
ftp_bruteforce.csv,1,0.2388407442259988,1,0.35531583,1,1
ftp_bruteforce.csv,1,0.2388407442259988,1,0.35531583,1,1
ftp_bruteforce.csv,1,0.2388407442259988,1,0.35531583,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,7.060737e-12,0,1
ftp_bruteforce.csv,0,0.060567605497178836,1,7.060764e-12,0,1
ftp_bruteforce.csv,0,0.060567605497178836,1,7.0607504e-12,0,1
ftp_bruteforce.csv,1,0.2388407442259988,1,0.3553158,1,1
ftp_bruteforce.csv,0,0.060567605497178836,1,7.06071e-12,0,1
ftp_bruteforce.csv,1,0.21772933576196604,1,0.4160756,1,1
ftp_bruteforce.csv,1,0.21772933576196604,1,0.41607562,1,1
ftp_bruteforce.csv,1,0.21772933576196604,1,0.41607562,1,1
ftp_bruteforce.csv,1,0.1840138301647611,1,0.38775778,1,1
ftp_bruteforce.csv,1,0.21772933576196604,1,0.41607562,1,1
ftp_bruteforce.csv,1,0.21772933576196604,1,0.41607562,1,1
ftp_bruteforce.csv,1,0.21772933576196604,1,0.41607562,1,1
ftp_bruteforce.csv,1,0.21772933576196604,1,0.41607562,1,1
ftp_bruteforce.csv,1,0.1840138301647611,1,0.3877577,1,1
ftp_bruteforce.csv,1,0.21772933576196604,1,0.41607562,1,1
ftp_bruteforce.csv,1,0.21772933576196604,1,0.41607562,1,1
ftp_bruteforce.csv,1,0.21772933576196604,1,0.41607565,1,1
ftp_bruteforce.csv,1,0.21772933576196604,1,0.4160757,1,1
ftp_bruteforce.csv,1,0.21772933576196604,1,0.4160757,1,1
ftp_bruteforce.csv,1,0.21772933576196604,1,0.41607574,1,1
ftp_bruteforce.csv,1,0.21772933576196604,1,0.4160758,1,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.610222e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.610222e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6101738e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6101738e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6101738e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6101393e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6101324e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6101048e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.610098e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6100428e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6100428e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6100428e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6100222e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6100222e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6100016e-12,0,1
ftp_bruteforce.csv,0,0.06230634552432427,1,3.6099877e-12,0,1
ftp_bruteforce.csv,1,0.31604648590368195,1,0.45339143,1,1
ftp_bruteforce.csv,0,0.06504831407205085,1,5.813257e-12,0,1
ftp_bruteforce.csv,1,0.31604648590368195,1,0.45339155,1,1
ftp_bruteforce.csv,0,0.06504831407205085,1,5.8132236e-12,0,1
ftp_bruteforce.csv,1,0.31604648590368195,1,0.45339176,1,1
ftp_bruteforce.csv,0,0.06504831407205085,1,5.813124e-12,0,1
ftp_bruteforce.csv,1,0.31604648590368195,1,0.45339182,1,1
ftp_bruteforce.csv,0,0.06504831407205085,1,5.813124e-12,0,1
ftp_bruteforce.csv,1,0.31604648590368195,1,0.45339724,1,1
ftp_bruteforce.csv,1,0.31604648590368195,1,0.45339724,1,1
ftp_bruteforce.csv,0,0.06504831407205085,1,5.8107074e-12,0,1
ftp_bruteforce.csv,0,0.06504831407205085,1,5.8106853e-12,0,1
ftp_bruteforce.csv,1,0.31604648590368195,1,0.4534025,1,1
ftp_bruteforce.csv,0,0.06504831407205085,1,5.808447e-12,0,1
ftp_bruteforce.csv,1,0.31604648590368195,1,0.453408,1,1
ftp_bruteforce.csv,1,0.31604648590368195,1,0.453408,1,1
ftp_bruteforce.csv,0,0.06504831407205085,1,5.8060765e-12,0,1
ftp_bruteforce.csv,0,0.06504831407205085,1,5.8060544e-12,0,1
ftp_bruteforce.csv,1,0.31604648590368195,1,0.4534083,1,1
ftp_bruteforce.csv,0,0.06504831407205085,1,5.805977e-12,0,1
ftp_bruteforce.csv,1,0.31604648590368195,1,0.45340833,1,1
ftp_bruteforce.csv,0,0.06504831407205085,1,5.8059434e-12,0,1
ftp_bruteforce.csv,1,0.31604648590368195,1,0.45340842,1,1
ftp_bruteforce.csv,0,0.06504831407205085,1,5.805899e-12,0,1
ftp_bruteforce.csv,1,0.31604648590368195,1,0.45340857,1,1
ftp_bruteforce.csv,0,0.06504831407205085,1,5.805833e-12,0,1
ftp_bruteforce.csv,1,0.31604648590368195,1,0.4534086,1,1
ftp_bruteforce.csv,0,0.06504831407205085,1,5.8058107e-12,0,1
